URL_ID,URL,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_OF_COMPLEX_WORDS,FOG_INDEX,AVG_NUMBER_OF_WORDS_PER_SENTENCE,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,60,38,0.22448979362765517,0.1447562774818962,677.0,29.098966026587885,282.4395864106352,636.0,197,677,1420,0,6.0
blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,66,38,0.26923076664201184,0.11517164992782764,903.0,44.18604651162791,378.87441860465117,881.0,399,903,2232,1,7.0
blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,70,28,0.4285714241982508,0.13066666649244443,750.0,33.46666666666667,313.3866666666667,736.0,251,750,1681,0,7.0
blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,61,25,0.4186046462952948,0.09419496156167036,913.0,34.392113910186204,378.9568455640745,852.0,314,913,2034,2,7.0
blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,46,23,0.33333332850241554,0.1064814813171582,648.0,34.10493827160494,272.841975308642,611.0,221,648,1437,3,7.0
blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,27,12,0.384615374753452,0.10455764047035485,373.0,32.43967828418231,162.17587131367293,362.0,121,373,835,0,7.0
blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,1.0,0.0,0.4,1.0,0,1,1,0,3.0
blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,38,13,0.49019606881968497,0.13144329863030077,388.0,29.381443298969074,166.95257731958765,360.0,114,388,788,2,6.0
blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,67,41,0.24074073851165984,0.09935602566756574,1087.0,36.43054277828887,449.37221711131554,1021.0,396,1087,2451,2,7.0
blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,51,68,-0.1428571416566627,0.0989193681638243,1203.0,33.08395677472984,494.43358270989194,1047.0,398,1203,2564,0,6.0
blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,37,24,0.21311475060467622,0.09486780700642643,643.0,47.900466562986004,276.36018662519444,630.0,308,643,1625,0,7.0
blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,31,29,0.03333333277777779,0.08633093512758139,695.0,33.093525179856115,291.23741007194246,650.0,230,695,1487,0,6.0
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,67,24,0.472527467334863,0.11973684194771468,760.0,37.368421052631575,318.94736842105266,719.0,284,760,1764,1,7.0
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,76,24,0.5199999948,0.11376564264645547,879.0,34.35722411831627,365.3428896473265,834.0,302,879,1944,2,7.0
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,26,0,0.9999999615384629,0.0935251795196936,278.0,48.561151079136685,130.62446043165468,276.0,135,278,712,0,7.0
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,80,39,0.3445378122307747,0.14200477310023296,838.0,34.48687350835322,348.9947494033413,777.0,289,838,1820,1,6.0
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,27,0,0.9999999629629643,0.05410821632443243,499.0,43.08617234468938,216.83446893787578,484.0,215,499,1165,0,7.0
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,6,0.399999980000001,0.0502512561551476,398.0,45.47738693467337,177.39095477386934,388.0,181,398,985,1,7.0
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.1428571224489825,0.0437499997265625,160.0,40.625,80.25,157.0,65,160,389,0,7.0
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,0.0,0.0,1.0,0.0,0.4,1.0,0,1,1,0,3.0
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24,70,-0.4893616969216841,0.13202247172468753,712.0,35.81460674157304,299.1258426966292,696.0,255,712,1580,0,7.0
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17,15,0.06249999804687507,0.08839778981105582,362.0,35.91160220994475,159.1646408839779,361.0,130,362,812,0,7.0
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,58,38,0.20833333116319447,0.11098265883123393,865.0,35.83815028901734,360.33526011560696,831.0,310,865,1990,0,7.0
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41,3,0.863636344008265,0.12753623151438773,345.0,37.10144927536232,152.84057971014494,337.0,128,345,824,0,7.0
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,5,1,0.6666665555555741,0.027522935653564517,218.0,28.899082568807337,98.75963302752294,205.0,63,218,458,0,6.0
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,31,9,0.5499999862500004,0.0644122382215584,621.0,31.72302737520129,261.0892109500805,594.0,197,621,1292,0,6.0
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,25,8,0.5151514995408637,0.08943089406658294,369.0,46.883468834688344,166.35338753387535,360.0,173,369,918,0,7.0
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,15,9,0.24999998958333375,0.14201183347921992,169.0,34.319526627218934,81.32781065088757,165.0,58,169,421,0,8.0
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5,0,0.99999980000004,0.051546391221171224,97.0,50.51546391752577,59.00618556701031,97.0,49,97,254,0,7.0
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,23,37,-0.23333332944444451,0.14814814778235025,405.0,26.913580246913583,172.76543209876544,365.0,109,405,826,0,6.0
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9,2,0.636363578512402,0.12499999857954547,88.0,29.545454545454547,47.01818181818182,86.0,26,88,199,0,7.0
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,48,19,0.43283581443528635,0.10260336890872379,653.0,47.166921898928024,280.0667687595712,638.0,308,653,1673,0,8.0
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,10,18,-0.28571427551020445,0.10486891346491044,267.0,32.958801498127336,119.98352059925094,263.0,88,267,582,0,7.0
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,23,37,-0.23333332944444451,0.1209677416915973,496.0,31.653225806451612,211.06129032258065,482.0,157,496,1092,0,7.0
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26,49,-0.30666666257777786,0.08223684201509118,912.0,41.99561403508772,381.5982456140351,869.0,383,912,2158,0,7.0
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,43,23,0.30303029843893486,0.08461538450690335,780.0,30.897435897435898,324.35897435897436,756.0,241,780,1706,0,7.0
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,34,26,0.13333333111111115,0.08075370110261952,743.0,29.878869448183043,309.15154777927324,717.0,222,743,1566,2,6.0
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,25,7,0.5624999824218756,0.08579088448849628,373.0,36.46112600536193,163.78445040214478,353.0,136,373,837,0,7.0
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,42,8,0.6799999864000003,0.0837520936620568,597.0,29.98324958123953,250.79329983249582,536.0,179,597,1248,0,6.0
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,31,6,0.6756756574141715,0.18048780399762046,205.0,40.487804878048784,98.19512195121952,190.0,83,205,460,0,7.0
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,42,16,0.4482758543400715,0.06621004558651822,876.0,38.4703196347032,365.7881278538813,826.0,337,876,2036,0,7.0
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,23,74,-0.5257731904559465,0.2059447978642361,471.0,28.662420382165603,199.86496815286625,421.0,135,471,973,6,6.0
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,66,23,0.4831460619871229,0.1621129323094482,549.0,23.861566484517304,229.14462659380695,515.0,131,549,1089,0,6.0
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,27,49,-0.2894736804016621,0.11309523792694161,672.0,24.553571428571427,278.62142857142857,650.0,165,672,1281,0,6.0
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,31,26,0.08771929670667901,0.07224334591604138,789.0,36.12167300380228,330.0486692015209,741.0,285,789,1818,0,7.0
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,23,82,-0.5619047565532881,0.20999999958,500.0,29.2,211.68000000000004,448.0,146,500,1041,7,6.0
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,40,35,0.06666666577777779,0.09829619908480183,763.0,34.07601572739188,318.8304062909568,732.0,260,763,1621,0,6.0
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.2777777700617286,0.09137055814372955,394.0,33.50253807106599,171.0010152284264,393.0,132,394,896,0,7.0
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,37,25,0.19354838397502608,0.09509202439403064,652.0,35.42944785276074,274.9717791411043,640.0,231,652,1525,0,7.0
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,33,53,-0.23255813683071935,0.09750566882368972,882.0,32.53968253968254,365.815873015873,847.0,287,882,1906,0,7.0
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,36,12,0.4999999895833336,0.020185029428013024,2378.0,18.7973086627418,958.7189234650967,2227.0,447,2378,4304,0,6.0
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,37,49,-0.1395348820984316,0.09907834089967933,868.0,34.44700460829493,360.978801843318,834.0,299,868,1959,5,7.0
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,69,-0.4081632611411912,0.11529411751141869,850.0,40.470588235294116,356.1882352941177,842.0,344,850,2007,0,7.0
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,3,3,0.0,0.07317073081499109,82.0,30.48780487804878,44.99512195121952,77.0,25,82,175,0,6.0
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,35,4,0.7948717744904674,0.07208872445085264,541.0,24.953789279112755,226.38151571164508,472.0,135,541,1049,1,6.0
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,39,34,0.06849314974666919,0.09798657704968244,745.0,40.40268456375839,314.16107382550337,730.0,301,745,1760,1,7.0
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,55,16,0.5492957669113272,0.07403545352029671,959.0,34.82794577685089,397.5311783107404,876.0,334,959,2064,0,6.0
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,30,34,-0.062499999023437516,0.11678832095476584,548.0,33.394160583941606,232.55766423357665,534.0,183,548,1188,0,7.0
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,17,44,-0.4426229435635583,0.05928085514161238,1029.0,34.40233236151604,425.3609329446065,1013.0,354,1029,2350,0,7.0
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,17,42,-0.4237288063774779,0.11729622243082262,503.0,34.39363817097416,214.95745526838965,488.0,173,503,1131,0,7.0
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,36,48,-0.1428571411564626,0.15613382870607095,538.0,36.059479553903344,229.62379182156133,528.0,194,538,1204,0,7.0
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,24,27,-0.05882352825836219,0.10039370058977617,508.0,38.976377952755904,218.7905511811024,499.0,198,508,1186,0,7.0
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,23,46,-0.33333332850241554,0.0861423219898348,801.0,31.086142322097377,332.834456928839,750.0,249,801,1728,0,6.0
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4,3,0.1428571224489825,0.07608695569470701,92.0,26.08695652173913,47.23478260869565,86.0,24,92,183,0,6.0
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,32,49,-0.20987654061880814,0.13410596004287093,604.0,28.642384105960268,253.0569536423841,568.0,173,604,1222,0,6.0
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,8,25,-0.5151514995408637,0.09166666641203704,360.0,29.444444444444446,155.7777777777778,345.0,106,360,743,0,6.0
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,28,57,-0.34117646657439454,0.1419031717163553,599.0,39.73288814691152,255.4931552587646,586.0,238,599,1415,0,7.0
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,22,35,-0.2280701714373654,0.1252747249993962,455.0,28.35164835164835,193.34065934065936,435.0,129,455,944,1,7.0
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,7,3,0.39999996000000404,0.037878787735307624,264.0,36.36363636363637,120.14545454545456,255.0,96,264,578,0,7.0
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,16,3,0.684210490304711,0.05956112833993377,319.0,30.407523510971785,139.76300940438873,308.0,97,319,651,0,6.0
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,34,58,-0.2608695623818526,0.15834767614742223,581.0,35.800344234079176,246.72013769363167,550.0,208,581,1300,2,7.0
